INDEX,RESP_THORAX,RESP_ABDOMEN,ACC_VERTICAL,ACC_HORIZONTAL,TIME
528,29608.0,6182.0,29072.0,35760.0,10.56
529,30752.0,6226.0,28028.0,34400.0,10.58
530,31392.0,10192.0,24420.0,33120.0,10.6
531,32380.0,14828.0,24000.0,33292.0,10.62
532,34440.0,19188.0,22601.0,33692.0,10.64
533,36776.0,24786.0,19980.0,31248.0,10.66
534,38992.0,29840.0,19964.0,29300.0,10.68
535,41272.0,34344.0,24932.0,30656.0,10.7
536,44036.0,38320.0,35684.0,29256.0,10.72
537,46552.0,41564.0,36124.0,29112.0,10.74
538,47300.0,43524.0,30644.0,26428.0,10.76
539,45120.0,44384.0,33552.0,29322.0,10.78
540,41712.0,43656.0,33284.0,29800.0,10.8
541,39352.0,41088.0,31504.0,30820.0,10.82
542,38984.0,38288.0,30296.0,32296.0,10.84
543,40060.0,35736.0,29040.0,33724.0,10.86
544,41104.0,32624.0,27556.0,34220.0,10.88
545,40920.0,28744.0,25908.0,36488.0,10.9
546,39456.0,24824.0,26248.0,39768.0,10.92
547,37472.0,21756.0,26088.0,40368.0,10.94
548,36608.0,20320.0,26928.0,40328.0,10.96
549,37260.0,19300.0,26424.0,38768.0,10.98
550,38808.0,17224.0,26500.0,38824.0,11.0
551,41552.0,15152.0,26916.0,38664.0,11.02
552,44496.0,13324.0,26648.0,38368.0,11.04
553,46968.0,12422.0,25376.0,37868.0,11.06
554,48760.0,12969.0,26784.0,37800.0,11.08
555,49760.0,11620.0,27232.0,37340.0,11.1
556,50136.0,10193.0,16188.0,38488.0,11.12
557,50016.0,8914.0,18420.0,28328.0,11.14
558,50080.0,7836.0,25288.0,31756.0,11.16
559,50528.0,7100.0,25296.0,33220.0,11.18
560,50744.0,7408.0,26800.0,34136.0,11.2
561,50360.0,6708.0,27744.0,33788.0,11.22
562,49768.0,6482.0,27776.0,33772.0,11.24
563,49400.0,7305.0,29048.0,35440.0,11.26
564,49120.0,7189.0,23636.0,32656.0,11.28
565,48416.0,6256.0,24780.0,32736.0,11.3
566,46808.0,5304.0,27224.0,33380.0,11.32
567,44736.0,5684.0,27344.0,33312.0,11.34
568,42836.0,6906.0,27368.0,33492.0,11.36
569,41112.0,7360.0,27260.0,33288.0,11.38
570,39872.0,6542.0,26984.0,33520.0,11.4
571,39624.0,5549.0,26716.0,33368.0,11.42
572,39812.0,4780.0,26824.0,33224.0,11.44
573,40160.0,4192.0,27536.0,34352.0,11.46
574,39736.0,3714.0,27060.0,34208.0,11.48
575,37732.0,3296.0,25760.0,34052.0,11.5
576,34228.0,3013.0,22904.0,32792.0,11.52
577,30468.0,2746.0,21424.0,31092.0,11.54
578,27716.0,2394.0,20360.0,31084.0,11.56
579,26524.0,3006.0,18784.0,28752.0,11.58
580,26780.0,5393.0,23208.0,31856.0,11.6
581,28392.0,6888.0,25544.0,34280.0,11.62
582,31596.0,9512.0,30800.0,29784.0,11.64
583,36100.0,13340.0,36108.0,23964.0,11.66
584,39028.0,17668.0,32524.0,24728.0,11.68
585,38948.0,23384.0,33596.0,27393.0,11.7
586,37012.0,28084.0,32772.0,28684.0,11.72
587,33640.0,31064.0,30564.0,28736.0,11.74
588,29968.0,35040.0,29260.0,30612.0,11.76
589,28776.0,38748.0,27153.0,31336.0,11.78
590,31036.0,41216.0,24932.0,32560.0,11.8
591,34412.0,41904.0,23468.0,33252.0,11.82
592,35020.0,40480.0,21976.0,33288.0,11.84
593,32316.0,39992.0,20696.0,33108.0,11.86
594,27876.0,42128.0,20648.0,33552.0,11.88
595,24288.0,44872.0,20592.0,33476.0,11.9
596,22112.0,47472.0,20864.0,34336.0,11.92
597,22960.0,49348.0,22552.0,36336.0,11.94
598,26428.0,50224.0,23472.0,38584.0,11.96
599,30848.0,50464.0,23004.0,39388.0,11.98
600,34972.0,51008.0,26512.0,42424.0,12.0
601,37604.0,52432.0,28732.0,45912.0,12.02
602,38096.0,54064.0,24488.0,44464.0,12.04
603,36688.0,55496.0,25244.0,21625.0,12.06
604,34452.0,56752.0,23164.0,35632.0,12.08
605,31616.0,57168.0,26944.0,37024.0,12.1
606,28728.0,54256.0,26680.0,33780.0,12.12
607,27336.0,48688.0,27560.0,33296.0,12.14
608,27608.0,43192.0,27264.0,33912.0,12.16
609,28840.0,39656.0,27336.0,33128.0,12.18
610,30336.0,37336.0,27384.0,33064.0,12.2
611,32104.0,35124.0,27408.0,33128.0,12.22
612,34036.0,33180.0,27372.0,32920.0,12.24
613,36084.0,32468.0,27416.0,33032.0,12.26
614,38348.0,31336.0,27420.0,33152.0,12.28
615,40236.0,29548.0,27420.0,33076.0,12.3
616,41888.0,26588.0,27352.0,32936.0,12.32
617,43868.0,23320.0,27372.0,33048.0,12.34
618,45672.0,21248.0,27328.0,32884.0,12.36
619,46980.0,20192.0,27396.0,33056.0,12.38
620,47848.0,20368.0,27356.0,33108.0,12.4
621,48216.0,21620.0,26916.0,32752.0,12.42
622,48408.0,22544.0,27156.0,33400.0,12.44
623,48272.0,22756.0,26984.0,33372.0,12.46
624,47480.0,23712.0,26512.0,33060.0,12.48
625,46512.0,25656.0,25912.0,33056.0,12.5
626,46336.0,28192.0,25237.0,32672.0,12.52
627,46692.0,30712.0,23040.0,31944.0,12.54
628,47124.0,30736.0,19528.0,29992.0,12.56
629,48400.0,28173.0,19448.0,27512.0,12.58
630,50520.0,29088.0,21680.0,31712.0,12.6
631,52296.0,34368.0,25628.0,35072.0,12.62
632,53736.0,37376.0,29464.0,27652.0,12.64
633,54848.0,36332.0,28396.0,27416.0,12.66
634,54824.0,32186.0,30328.0,26916.0,12.68
635,53064.0,29356.0,31912.0,29192.0,12.7
636,50496.0,27970.0,31068.0,30104.0,12.72
637,48144.0,26192.0,29652.0,30184.0,12.74
638,45728.0,23616.0,29472.0,30996.0,12.76
639,43336.0,20704.0,28232.0,31716.0,12.78
640,40880.0,18724.0,26588.0,32272.0,12.8
641,38208.0,19328.0,26540.0,33496.0,12.82
642,35520.0,22268.0,25368.0,33616.0,12.84
643,33092.0,26410.0,24896.0,34108.0,12.86
644,30588.0,31072.0,24172.0,36160.0,12.88
645,27936.0,35888.0,22264.0,37856.0,12.9
646,25620.0,39424.0,22146.0,39816.0,12.92
647,24160.0,42504.0,23304.0,41952.0,12.94
648,23712.0,44104.0,24736.0,43624.0,12.96
649,23976.0,45448.0,29016.0,47072.0,12.98
650,24344.0,47456.0,25652.0,42168.0,13.0
651,24484.0,48544.0,26748.0,22124.0,13.02
652,23400.0,48836.0,22716.0,32992.0,13.04
653,21016.0,49152.0,27360.0,35204.0,13.06
654,18552.0,46928.0,26288.0,32432.0,13.08
655,16756.0,44144.0,27468.0,33624.0,13.1
656,15392.0,42356.0,27304.0,33256.0,13.12
657,14656.0,39896.0,27268.0,33004.0,13.14
658,14597.0,37976.0,27320.0,32844.0,13.16
659,14940.0,36944.0,27320.0,33008.0,13.18
660,15313.0,35912.0,27316.0,32912.0,13.2
661,15412.0,33160.0,27272.0,32904.0,13.22
662,15472.0,29512.0,27344.0,32900.0,13.24
663,15516.0,25956.0,27340.0,32924.0,13.26
664,16288.0,22736.0,27364.0,32896.0,13.28
665,17774.0,19984.0,27124.0,32296.0,13.3
666,20484.0,17488.0,27012.0,32584.0,13.32
667,24096.0,15740.0,27192.0,32652.0,13.34
668,27284.0,14685.0,27260.0,32720.0,13.36
669,30016.0,12824.0,27256.0,33508.0,13.38
670,32908.0,12176.0,27372.0,33436.0,13.4
671,36252.0,13716.0,27164.0,33600.0,13.42
672,38968.0,16097.0,27868.0,34200.0,13.44
673,40496.0,19296.0,26540.0,34164.0,13.46
674,41184.0,24528.0,23316.0,33032.0,13.48
675,40880.0,29860.0,18452.0,31676.0,13.5
676,39704.0,34024.0,16884.0,28076.0,13.52
677,38696.0,37804.0,19200.0,25176.0,13.54
678,37856.0,41344.0,35368.0,29176.0,13.56
679,38104.0,44352.0,35600.0,29632.0,13.58
680,39168.0,47064.0,32480.0,29428.0,13.6
681,39240.0,48376.0,31788.0,25120.0,13.62
682,37936.0,44152.0,33592.0,29936.0,13.64
683,35320.0,38124.0,32352.0,29404.0,13.66
684,33224.0,36324.0,31244.0,30768.0,13.68
685,33984.0,40336.0,30034.0,32988.0,13.7
686,34676.0,36944.0,28600.0,34880.0,13.72
687,32340.0,31900.0,27672.0,37584.0,13.74
688,28028.0,27740.0,27244.0,42088.0,13.76
689,24480.0,26536.0,28376.0,45152.0,13.78
690,22424.0,28224.0,26036.0,44256.0,13.8
691,22152.0,31556.0,26848.0,44528.0,13.82
692,23720.0,34800.0,26444.0,42100.0,13.84
693,26520.0,36836.0,26824.0,39920.0,13.86
694,29064.0,37944.0,26444.0,39012.0,13.88
695,30712.0,38720.0,25452.0,35928.0,13.9
696,31528.0,40960.0,22037.0,44240.0,13.92
697,32160.0,41944.0,21316.0,28008.0,13.94
698,30892.0,39680.0,22536.0,29716.0,13.96
699,26936.0,35000.0,25548.0,31956.0,13.98
700,23748.0,30536.0,27224.0,30864.0,14.0
701,23368.0,30816.0,19696.0,35568.0,14.02
702,24872.0,32724.0,24024.0,32928.0,14.04
703,25948.0,34576.0,26444.0,33076.0,14.06
704,25000.0,35712.0,27376.0,33412.0,14.08
705,23192.0,34780.0,27456.0,32768.0,14.1
706,21616.0,31984.0,27484.0,33440.0,14.12
707,20424.0,27584.0,27748.0,33896.0,14.14
708,19680.0,23928.0,27200.0,33452.0,14.16
709,19300.0,21048.0,26564.0,33290.0,14.18
710,19384.0,18482.0,25972.0,32544.0,14.2
711,19908.0,16164.0,27024.0,33252.0,14.22
712,20560.0,14692.0,28032.0,34036.0,14.24
713,20380.0,15269.0,25744.0,33860.0,14.26
714,19464.0,17960.0,22450.0,32292.0,14.28
715,19200.0,21320.0,23516.0,32984.0,14.3
716,19604.0,24370.0,22172.0,33024.0,14.32
717,19432.0,25645.0,17821.0,27440.0,14.34
718,19184.0,26826.0,24332.0,32664.0,14.36
719,20304.0,31660.0,29456.0,33384.0,14.38
720,23440.0,35944.0,37488.0,28072.0,14.4
721,27408.0,38424.0,33920.0,27720.0,14.42
722,30052.0,40752.0,33164.0,26432.0,14.44
723,30544.0,42144.0,33760.0,29200.0,14.46
724,29640.0,40248.0,32896.0,31164.0,14.48
725,27892.0,38616.0,30288.0,30488.0,14.5
726,25672.0,42340.0,29040.0,31092.0,14.52
727,24132.0,40136.0,27520.0,33088.0,14.54
728,23280.0,34460.0,26188.0,34752.0,14.56
729,21892.0,29576.0,24496.0,37080.0,14.58
730,19672.0,25716.0,25936.0,40352.0,14.6
731,17584.0,22880.0,25576.0,40416.0,14.62
732,16152.0,22048.0,26664.0,39976.0,14.64
733,15345.0,21004.0,27232.0,40348.0,14.66
734,15948.0,18964.0,27248.0,41632.0,14.68
735,19386.0,16584.0,27168.0,39200.0,14.7
736,25008.0,14432.0,27832.0,38188.0,14.72
737,30200.0,12612.0,27584.0,38756.0,14.74
738,34784.0,11293.0,26024.0,34204.0,14.76
739,38432.0,11012.0,18316.0,37320.0,14.78
740,40408.0,10944.0,35180.0,37584.0,14.8
741,41352.0,10953.0,26760.0,31072.0,14.82
742,41252.0,10128.0,27072.0,33696.0,14.84
743,39952.0,8648.0,26252.0,33264.0,14.86
744,38216.0,7790.0,24788.0,31464.0,14.88
745,37896.0,7190.0,26416.0,31784.0,14.9
746,39616.0,9353.0,27040.0,33984.0,14.92
747,42560.0,11120.0,25904.0,32808.0,14.94
748,44932.0,11790.0,26124.0,32824.0,14.96
749,45188.0,11684.0,26952.0,32864.0,14.98
750,43200.0,13108.0,27321.0,32932.0,15.0
751,40940.0,15520.0,27476.0,32824.0,15.02
752,39400.0,17532.0,27130.0,32800.0,15.04
753,38684.0,18240.0,26964.0,32640.0,15.06
754,38656.0,18704.0,26560.0,33496.0,15.08
755,39216.0,18432.0,26416.0,32832.0,15.1
756,39920.0,17864.0,27652.0,34180.0,15.12
757,39232.0,16936.0,25312.0,33632.0,15.14
758,37420.0,16424.0,20616.0,33032.0,15.16
759,35400.0,16456.0,17688.0,29304.0,15.18
760,33848.0,17960.0,17216.0,29580.0,15.2
761,33376.0,19048.0,24060.0,27184.0,15.22
762,35508.0,17840.0,27936.0,30072.0,15.24
763,39616.0,23144.0,39472.0,30336.0,15.26
764,42656.0,28012.0,36736.0,25924.0,15.28
765,42896.0,30488.0,33904.0,24960.0,15.3
766,40772.0,32384.0,34864.0,29220.0,15.32
767,38708.0,31424.0,32816.0,30172.0,15.34
768,36320.0,31896.0,30824.0,30856.0,15.36
769,34392.0,34752.0,29136.0,33304.0,15.38
770,33324.0,33072.0,27188.0,33824.0,15.4
771,30920.0,29996.0,25068.0,36288.0,15.42
772,26928.0,27800.0,24860.0,38060.0,15.44
773,23512.0,26644.0,25436.0,39240.0,15.46
774,20760.0,27340.0,25548.0,40024.0,15.48
775,19260.0,29112.0,25976.0,41192.0,15.5
776,19432.0,30908.0,36372.0,39448.0,15.52
777,20317.0,32580.0,26140.0,39488.0,15.54
778,22608.0,34592.0,26836.0,39888.0,15.56
779,26680.0,37952.0,27274.0,39304.0,15.58
780,31612.0,41236.0,26884.0,38428.0,15.6
781,36112.0,44240.0,26624.0,33968.0,15.62
782,39872.0,46924.0,19348.0,41476.0,15.64
783,42368.0,49216.0,22168.0,32636.0,15.66
784,42604.0,49352.0,24860.0,31684.0,15.68
785,41236.0,47624.0,22352.0,30368.0,15.7
786,39624.0,46404.0,25820.0,32348.0,15.72
787,40520.0,47728.0,28804.0,32204.0,15.74
788,43056.0,48016.0,25060.0,33856.0,15.76
789,44908.0,48812.0,23320.0,30944.0,15.78
790,45920.0,49784.0,26620.0,34044.0,15.8
791,45856.0,49696.0,27680.0,33280.0,15.82
792,44880.0,48384.0,27612.0,33080.0,15.84
793,44096.0,47040.0,27276.0,33260.0,15.86
794,43376.0,47640.0,27104.0,33132.0,15.88
795,42580.0,48272.0,27080.0,33080.0,15.9
796,42312.0,45456.0,26892.0,32952.0,15.92
797,42340.0,40808.0,26664.0,32704.0,15.94
798,42732.0,35568.0,26880.0,33872.0,15.96
799,43000.0,30896.0,26360.0,33648.0,15.98
800,42468.0,27496.0,25204.0,32616.0,16.0
801,41952.0,25320.0,25716.0,32520.0,16.02
802,42136.0,24992.0,27052.0,34360.0,16.04
803,42364.0,28132.0,23356.0,34260.0,16.06
804,42224.0,33380.0,19100.0,31032.0,16.08
805,42124.0,37728.0,18136.0,28532.0,16.1
806,42656.0,41412.0,22677.0,31632.0,16.12
807,44960.0,44636.0,29128.0,33248.0,16.14
808,47648.0,47264.0,37916.0,27308.0,16.16
809,49740.0,49576.0,38592.0,26952.0,16.18
810,50368.0,50552.0,33608.0,25628.0,16.2
811,48480.0,48116.0,34452.0,28424.0,16.22
812,44504.0,45684.0,33200.0,29192.0,16.24
813,39232.0,45536.0,31396.0,30204.0,16.26
814,34272.0,44480.0,29980.0,31216.0,16.28
815,30124.0,39020.0,28884.0,32712.0,16.3
816,26348.0,33848.0,28032.0,34204.0,16.32
817,23072.0,29336.0,26992.0,34844.0,16.34
818,20272.0,25772.0,26064.0,37008.0,16.36
819,17964.0,22677.0,26542.0,40072.0,16.38
820,16224.0,19892.0,26312.0,45124.0,16.4
821,15076.0,17836.0,26644.0,44540.0,16.42
822,15478.0,18437.0,23696.0,41984.0,16.44
823,18084.0,22041.0,25872.0,42976.0,16.46
824,22164.0,23068.0,27314.0,42408.0,16.48
825,26920.0,20224.0,26252.0,38124.0,16.5
826,31720.0,17572.0,26256.0,30480.0,16.52
827,35764.0,16322.0,35264.0,34448.0,16.54
828,37432.0,14210.0,26656.0,33160.0,16.56
829,37320.0,12456.0,24560.0,33648.0,16.58
830,36316.0,10916.0,27168.0,33568.0,16.6
831,36120.0,9684.0,27884.0,33992.0,16.62
832,37960.0,9236.0,25968.0,28736.0,16.64
833,40088.0,9738.0,23508.0,31656.0,16.66
834,41760.0,8848.0,25296.0,32488.0,16.68
835,42512.0,7881.0,27276.0,33148.0,16.7
836,42676.0,7442.0,27508.0,33184.0,16.72
837,42808.0,8440.0,27408.0,33068.0,16.74
838,41840.0,8632.0,27444.0,33044.0,16.76
839,39536.0,7298.0,27260.0,32992.0,16.78
840,37336.0,6521.0,27336.0,32848.0,16.8
841,36128.0,5697.0,27180.0,32472.0,16.82
842,36388.0,5004.0,26672.0,32768.0,16.84
843,37672.0,4191.0,26176.0,33252.0,16.86
844,39136.0,4454.0,25532.0,32992.0,16.88
845,40616.0,5553.0,24616.0,32228.0,16.9
846,41824.0,7861.0,22280.0,32504.0,16.92
847,41804.0,12656.0,18204.0,31616.0,16.94
848,40136.0,18476.0,18052.0,25048.0,16.96
849,37616.0,23796.0,20530.0,24096.0,16.98
850,36728.0,27400.0,32372.0,27584.0,17.0
851,39712.0,32040.0,36768.0,32144.0,17.02
852,43220.0,36260.0,29228.0,27032.0,17.04
853,44384.0,39576.0,33872.0,27296.0,17.06
854,41952.0,39744.0,35240.0,30212.0,17.08
855,37664.0,35672.0,32436.0,31136.0,17.1
856,33556.0,30732.0,30036.0,31024.0,17.12
857,30076.0,28746.0,30608.0,33076.0,17.14
858,28356.0,26528.0,29272.0,35192.0,17.16
859,27668.0,23104.0,26544.0,36060.0,17.18
860,25908.0,20424.0,25992.0,34356.0,17.2
861,22688.0,19448.0,25280.0,35792.0,17.22
862,19905.0,20028.0,24524.0,35248.0,17.24
863,18314.0,22586.0,23698.0,37600.0,17.26
864,19908.0,26616.0,24888.0,38488.0,17.28
865,24452.0,30956.0,23340.0,37328.0,17.3
866,29832.0,35288.0,25412.0,39504.0,17.32
867,34560.0,38544.0,26392.0,40372.0,17.34
868,38568.0,40608.0,27500.0,39548.0,17.36
869,41928.0,41904.0,30104.0,40576.0,17.38
870,44816.0,42560.0,24376.0,35240.0,17.4
871,47080.0,43136.0,27208.0,35120.0,17.42
872,47640.0,42572.0,22512.0,32544.0,17.44
873,45080.0,38264.0,26696.0,34656.0,17.46
874,40332.0,32952.0,26584.0,32464.0,17.48
875,35616.0,28456.0,25376.0,25724.0,17.5
876,32672.0,25396.0,29636.0,25916.0,17.52
877,32876.0,23016.0,26040.0,33756.0,17.54
878,35268.0,20236.0,26860.0,33472.0,17.56
879,38112.0,18258.0,26808.0,32864.0,17.58
880,40520.0,16050.0,27016.0,33360.0,17.6
881,41152.0,13848.0,27312.0,33548.0,17.62
882,40296.0,12853.0,27080.0,33656.0,17.64
883,40432.0,12468.0,27752.0,33908.0,17.66
884,42288.0,13212.0,27664.0,34272.0,17.68
885,44416.0,15121.0,27464.0,34140.0,17.7
886,45416.0,16980.0,27800.0,34064.0,17.72
887,44652.0,16616.0,27640.0,34108.0,17.74
888,43048.0,13977.0,27492.0,34104.0,17.76
889,41408.0,12104.0,26212.0,33752.0,17.78
890,39768.0,10748.0,25456.0,33680.0,17.8
891,37544.0,10694.0,24780.0,33560.0,17.82
892,34904.0,11788.0,23024.0,32756.0,17.84
893,32752.0,13772.0,20536.0,30836.0,17.86
894,32288.0,15908.0,20184.0,30688.0,17.88
895,34008.0,20154.0,22224.0,33520.0,17.9
896,37288.0,26104.0,23736.0,36264.0,17.92
897,41084.0,28608.0,28816.0,28336.0,17.94
898,44080.0,30436.0,30384.0,30864.0,17.96
899,45224.0,32608.0,29040.0,28068.0,17.98
900,44048.0,34824.0,30608.0,29388.0,18.0
901,41472.0,36312.0,30680.0,30956.0,18.02
902,38368.0,36768.0,29296.0,31052.0,18.04
903,35464.0,37528.0,27866.0,31264.0,18.06
904,33132.0,38968.0,27484.0,31996.0,18.08
905,31296.0,41888.0,26260.0,32288.0,18.1
906,29496.0,44896.0,25212.0,32868.0,18.12
907,27528.0,47464.0,25832.0,33728.0,18.14
908,25520.0,49680.0,25184.0,33544.0,18.16
909,23744.0,51548.0,24404.0,33092.0,18.18
910,22356.0,53312.0,24084.0,33360.0,18.2
911,20914.0,54768.0,23648.0,33376.0,18.22
912,19232.0,56112.0,23016.0,33784.0,18.24
913,17424.0,57160.0,23136.0,36216.0,18.26
914,15720.0,58304.0,23300.0,37600.0,18.28
915,14320.0,59184.0,23320.0,40272.0,18.3
916,13044.0,59996.0,25128.0,44456.0,18.32
917,12136.0,60424.0,27436.0,43288.0,18.34
918,11770.0,59072.0,25664.0,40112.0,18.36
919,11145.0,57080.0,26948.0,33236.0,18.38
920,10022.0,55736.0,27752.0,25404.0,18.4
921,8856.0,54064.0,23828.0,34788.0,18.42
922,7837.0,50524.0,26812.0,41664.0,18.44
923,7080.0,44144.0,27240.0,35792.0,18.46
924,8400.0,38432.0,27468.0,34572.0,18.48
925,12042.0,33556.0,27424.0,33880.0,18.5
926,16080.0,31452.0,27512.0,33192.0,18.52
927,19248.0,33664.0,27344.0,32940.0,18.54
928,20658.0,37580.0,27320.0,33028.0,18.56
929,20960.0,40600.0,27396.0,32924.0,18.58
930,21949.0,41480.0,27428.0,33012.0,18.6
931,24312.0,41276.0,27484.0,33172.0,18.62
932,27600.0,41744.0,27420.0,33088.0,18.64
933,31064.0,43416.0,27424.0,33052.0,18.66
934,34152.0,45608.0,27356.0,32904.0,18.68
935,36512.0,47832.0,27316.0,32860.0,18.7
936,37900.0,50188.0,27124.0,32872.0,18.72
937,38860.0,52104.0,27284.0,33128.0,18.74
938,40308.0,53800.0,27164.0,33148.0,18.76
939,41556.0,55224.0,27000.0,33068.0,18.78
940,41476.0,56480.0,26760.0,33332.0,18.8
941,40656.0,57464.0,26308.0,33552.0,18.82
942,39276.0,58736.0,25476.0,32960.0,18.84
943,37848.0,59560.0,24528.0,32812.0,18.86
944,37004.0,60012.0,22516.0,32352.0,18.88
945,36576.0,57376.0,19972.0,30488.0,18.9
946,37144.0,51320.0,19264.0,27968.0,18.92
947,39192.0,51128.0,25960.0,33372.0,18.94
948,42288.0,53328.0,26616.0,37408.0,18.96
949,45120.0,48928.0,30504.0,33344.0,18.98
950,47528.0,42432.0,31336.0,28936.0,19.0
951,49536.0,38036.0,31336.0,29976.0,19.02
952,50116.0,36916.0,31736.0,30484.0,19.04
953,48628.0,37440.0,32284.0,31288.0,19.06
954,45760.0,37272.0,31208.0,31912.0,19.08
955,42448.0,36152.0,30268.0,31776.0,19.1
956,39152.0,34272.0,30024.0,32024.0,19.12
957,35780.0,32508.0,29516.0,32272.0,19.14
958,32748.0,31236.0,28476.0,32716.0,19.16
959,30124.0,30824.0,29048.0,34608.0,19.18
960,27156.0,30804.0,28880.0,36452.0,19.2
961,23886.0,30324.0,28052.0,37704.0,19.22
962,21000.0,30112.0,27616.0,39316.0,19.24
963,18482.0,30768.0,27728.0,42424.0,19.26
964,16290.0,31456.0,29260.0,41092.0,19.28
965,14560.0,32772.0,29680.0,39600.0,19.3
966,13520.0,33804.0,30136.0,39400.0,19.32
967,13128.0,32780.0,29016.0,38384.0,19.34
968,13993.0,32184.0,27456.0,38200.0,19.36
969,16880.0,34112.0,27392.0,39400.0,19.38
970,21396.0,36200.0,26936.0,35008.0,19.4
971,26164.0,35884.0,19676.0,36252.0,19.42
972,30600.0,36608.0,26176.0,37440.0,19.44
973,34068.0,39200.0,23300.0,28784.0,19.46
974,35432.0,42200.0,26500.0,30644.0,19.48
975,35148.0,41484.0,24312.0,31792.0,19.5
976,34464.0,37380.0,31092.0,30768.0,19.52
977,33704.0,34168.0,19592.0,30660.0,19.54
978,33956.0,30172.0,25416.0,32264.0,19.56
979,34648.0,26600.0,27904.0,34228.0,19.58
980,35408.0,24360.0,27808.0,33280.0,19.6
981,35532.0,23168.0,27744.0,33664.0,19.62
982,34504.0,21884.0,27280.0,33660.0,19.64
983,31112.0,20164.0,27268.0,33336.0,19.66
984,26848.0,17984.0,27092.0,33204.0,19.68
985,23568.0,15764.0,27272.0,33528.0,19.7
986,21960.0,14016.0,27068.0,32464.0,19.72
987,21740.0,12988.0,27112.0,33780.0,19.74
988,22448.0,13318.0,26424.0,34024.0,19.76
989,23668.0,13824.0,24816.0,33368.0,19.78
990,25536.0,13080.0,25528.0,32664.0,19.8
991,28168.0,11429.0,25936.0,34184.0,19.82
992,30912.0,10808.0,22792.0,33704.0,19.84
993,32444.0,13536.0,18488.0,30904.0,19.86
994,32384.0,17988.0,19220.0,30076.0,19.88
995,31944.0,20992.0,22244.0,28284.0,19.9
996,33088.0,22404.0,28940.0,33244.0,19.92
997,36072.0,26464.0,36880.0,28952.0,19.94
998,38988.0,31476.0,35808.0,26836.0,19.96
999,40784.0,35912.0,33820.0,27144.0,19.98
1000,40804.0,38548.0,33676.0,29072.0,20.0
1001,39160.0,38016.0,33656.0,29884.0,20.02
1002,37120.0,38204.0,31944.0,30380.0,20.04
1003,36260.0,36640.0,30160.0,31352.0,20.06
1004,36600.0,31556.0,28760.0,33196.0,20.08
1005,35900.0,27248.0,27808.0,34128.0,20.1
1006,32776.0,23692.0,27080.0,34160.0,20.12
1007,28388.0,20956.0,26188.0,35440.0,20.14
1008,24860.0,18652.0,25660.0,39140.0,20.16
1009,23204.0,17580.0,25368.0,40568.0,20.18
1010,23612.0,18672.0,25906.0,41848.0,20.2
1011,25792.0,19600.0,26392.0,42232.0,20.22
1012,28832.0,18784.0,27396.0,42960.0,20.24
1013,31584.0,17256.0,27172.0,40956.0,20.26
1014,34120.0,17472.0,27928.0,40860.0,20.28
1015,36928.0,18968.0,27376.0,38072.0,20.3
1016,39988.0,20056.0,19868.0,45008.0,20.32
1017,42344.0,20708.0,28340.0,29504.0,20.34
1018,42740.0,20928.0,24928.0,31478.0,20.36
1019,41768.0,20956.0,24560.0,32332.0,20.38
1020,40480.0,21060.0,24700.0,32264.0,20.4
1021,39432.0,23572.0,24684.0,31416.0,20.42
1022,38856.0,27564.0,23276.0,34428.0,20.44
1023,37788.0,31104.0,23400.0,31304.0,20.46
1024,36024.0,33484.0,26276.0,33660.0,20.48
1025,34768.0,35032.0,27304.0,33200.0,20.5
1026,34712.0,35688.0,27444.0,32920.0,20.52
1027,35488.0,35596.0,27320.0,32984.0,20.54
1028,35800.0,36308.0,27048.0,33248.0,20.56
1029,35248.0,36424.0,26920.0,33080.0,20.58
1030,34344.0,33696.0,26776.0,33256.0,20.6
1031,34296.0,29104.0,26004.0,32668.0,20.62
1032,35360.0,25216.0,26944.0,32408.0,20.64
1033,36816.0,23329.0,28428.0,34784.0,20.66
1034,37824.0,24136.0,27232.0,34520.0,20.68
1035,37724.0,28248.0,23940.0,33624.0,20.7
1036,37016.0,33352.0,19504.0,31620.0,20.72
1037,36968.0,37720.0,19476.0,28096.0,20.74
1038,37168.0,41320.0,21856.0,30816.0,20.76
1039,37356.0,44044.0,23200.0,24412.0,20.78
1040,38520.0,46872.0,34068.0,29732.0,20.8
1041,40624.0,48856.0,32360.0,27108.0,20.82
1042,42900.0,49440.0,30920.0,29344.0,20.84
1043,43800.0,45472.0,32400.0,27232.0,20.86
1044,43208.0,41888.0,33748.0,29224.0,20.88
1045,41664.0,37716.0,32332.0,30412.0,20.9
1046,40080.0,36720.0,30280.0,31276.0,20.92
1047,39128.0,37720.0,29300.0,32844.0,20.94
1048,38728.0,33316.0,28576.0,34372.0,20.96
1049,37572.0,28956.0,27272.0,35900.0,20.98
1050,35068.0,25288.0,25824.0,38472.0,21.0
1051,31556.0,22432.0,25792.0,41976.0,21.02
1052,28312.0,19744.0,26372.0,44368.0,21.04
1053,26036.0,17360.0,26176.0,42488.0,21.06
1054,24832.0,15418.0,26148.0,41152.0,21.08
1055,25100.0,14754.0,26120.0,42912.0,21.1
1056,26632.0,15152.0,25644.0,41424.0,21.12
1057,28440.0,15244.0,28832.0,40624.0,21.14
1058,29856.0,13320.0,24096.0,31104.0,21.16
1059,30440.0,11730.0,36304.0,30004.0,21.18
1060,31036.0,10420.0,27452.0,31768.0,21.2
1061,32352.0,9131.0,25840.0,30984.0,21.22
