52904,39064,27448,32440
50636,38464,27348,31928
48392,38592,27208,31576
46480,38524,27596,31468
44836,38264,27800,31520
42904,38360,27416,31244
40056,39352,27288,31080
36376,41864,27264,31388
32184,44392,27298,30904
28272,47192,27828,29876
24880,49744,27968,30048
21960,51628,27440,30244
19360,52704,27336,30456
17096,52900,26788,31188
15120,53720,25964,32433
13385,54416,27784,34696
11852,55168,26252,31128
10504,56368,26904,28156
9324,56840,27216,32984
8538,55944,27028,33172
8196,53224,27400,32660
8281,49984,27136,32976
8912,47040,27076,32984
9250,44568,27092,32640
9008,42532,27168,32760
8213,40072,27160,32672
7184,38336,27264,32712
6338,38776,27336,32832
5599,41416,27336,32748
5079,43976,27368,32868
5026,45792,27424,32848
5467,46704,27420,32868
6592,47824,27356,32728
7822,48268,27356,32732
8961,48168,27372,32848
10124,48288,27424,32664
11112,48672,27336,32464
11684,48904,27360,32864
11978,48524,27348,32852
12188,47448,27340,32876
12672,46432,27360,32784
13276,45880,27304,32628
13661,45444,27400,32644
13700,46416,27352,32576
13456,47072,27352,32560
13172,47272,27360,32608
12620,48140,27372,32584
12464,48752,27352,32568
13172,49544,27360,32556
14010,49832,27364,32568
14928,49684,27360,32624
15560,49272,27376,32632
15988,48428,27364,32624
16302,46628,27352,32640
16584,44580,27344,32636
16854,43040,27360,32632
17088,42644,27376,32644
17248,42544,27352,32660
17401,42624,27356,32644
17808,41928,27352,32632
18252,40400,27356,32624
18584,39060,27356,32632
18872,37568,27356,32632
19152,36264,27356,32616
19260,34684,27356,32644
19292,33720,27344,32656
19700,32612,27360,32668
20040,31736,27352,32660
20088,29984,27336,32656
19820,27744,27356,32680
19284,24360,27336,32668
18612,21558,27344,32640
17640,18900,27348,32688
16492,16758,27344,32660
15016,14708,27328,32704
13378,12972,27344,32676
11924,11584,27320,32660
11045,10192,27344,32708
10740,8985,27328,32696
10683,7890,27336,32724
10806,6910,27344,32708
11140,6072,27340,32720
11886,5384,27332,32720
12517,4658,27344,32712
13372,4207,27340,32720
14978,3828,27328,32712
17153,3342,27340,32716
19332,3034,27328,32724
21680,2839,27328,32720
23580,2311,27328,32732
24786,2127,27340,32704
25376,1891,27324,32714
25408,1761,27320,32720
24976,1453,27320,32712
24620,1352,27332,32704
24860,1130,27324,32716
25672,1120,27336,32692
26580,934,27336,32684
27352,803,27332,32648
27908,722,27360,32660
28168,784,27332,32664
27784,620,27344,32684
27868,565,27320,32672
28364,625,27328,32660
28968,540,27328,32704
29376,608,27336,32684
30060,1263,27344,32680
30904,1891,27328,32676
31760,2498,27336,32664
32684,3362,27336,32680
33536,3630,27340,32668
34336,3972,27320,32668
35080,4107,27336,32680
35836,4224,27332,32664
36736,4289,27332,32668
37672,4162,27344,32664
38392,3796,27324,32668
38924,3335,27336,32664
39296,2804,27348,32664
39568,2307,27332,32672
39876,2001,27348,32656
40472,1851,27344,32684
41144,1552,27336,32672
41644,1278,27344,32676
42552,1213,27328,32672
43440,1088,27320,32684
44004,1018,27328,32688
44504,921,27328,32672
45072,751,27328,32664
45872,842,27328,32684
46936,845,27328,32688
48248,1387,27336,32680
49636,2368,27332,32664
51008,3935,27316,32672
52248,6308,27328,32680
53232,10328,27332,32688
53856,15628,27344,32672
53984,21526,27356,32660
53152,26820,27332,32708
52432,31700,27336,32688
51440,35800,27340,32680
49496,39556,27364,32680
47368,42616,27364,32668
45504,45352,27368,32656
43632,47704,27360,32672
41816,49464,27376,32652
39984,51264,27348,32672
38376,53040,27344,32684
36984,54528,27356,32692
35808,55976,27364,32680
34904,57136,27368,32680
34264,58064,27372,32680
33624,59000,27380,32680
32784,59832,27360,32680
31836,60536,27360,32676
30724,61104,27376,32668
29212,61608,27364,32672
27752,62136,27376,32708
26696,62528,27356,32704
25440,62816,27360,32688
24116,63072,27352,32696
23172,63424,27372,32696
22304,63688,27368,32680
21556,63356,27362,32672
20912,63056,27364,32668
20432,62776,27356,32684
20292,63008,27372,32696
20336,63432,27368,32680
20472,63656,27352,32684
20804,64032,27364,32696
21284,64200,27360,32692
21684,64256,27360,32680
21780,64424,27344,32688
21580,64676,27372,32688
21160,64680,27348,32672
20512,64856,27364,32696
20400,64560,27372,32688
20640,64576,27360,32672
20560,64304,27368,32680
20572,64416,27352,32680
20416,64544,27368,32680
20192,64672,27360,32692
20200,64480,27368,32696
20200,64672,27360,32696
20476,64740,27360,32692
21029,64920,27368,32684
21628,64976,27360,32688
22360,65056,27356,32692
23192,65056,27360,32692
23944,65136,27360,32676
24468,65112,27360,32696
24632,64960,27364,32684
24512,64280,27364,32688
23972,64384,27372,32692
23352,63552,27364,32684
23024,62384,27364,32704
22740,60312,27368,32684
21996,56436,27352,32688
21216,51872,27360,32688
20260,46792,27360,32696
19224,41248,27352,32684
18476,36164,27368,32672
17976,31616,27340,32688
17832,27984,27348,32680
18108,24848,27344,32676
18852,22036,27340,32692
20020,19472,27324,32704
21320,17112,27340,32680
22492,15044,27344,32704
23488,13162,27332,32708
24264,11564,27352,32676
24868,10340,27340,32696
24980,9348,27322,32696
25504,8049,27332,32696
26464,7410,27320,32712
27376,6318,27328,32696
27944,5796,27344,32676
28588,5601,27344,32688
29192,5229,27328,32696
29868,4624,27329,32680
30760,4036,27336,32688
31584,3369,27336,32696
32404,3200,27340,32684
33568,2671,27336,32700
35040,2530,27338,32672
36732,2085,27324,32700
38416,1963,27324,32680
39672,1712,27344,32676
40480,1525,27344,32692
41088,1453,27329,32672
41304,1388,27338,32672
41852,1413,27340,32692
42344,1359,27328,32680
42512,1502,27332,32688
42360,1175,27332,32676
42456,1279,27328,32672
42832,1093,27324,32676
43284,1081,27344,32672
43784,912,27340,32688
44204,744,27338,32696
44480,677,27332,32688
44704,656,27324,32677
44884,582,27328,32680
45152,519,27340,32680
45528,653,27336,32684
45796,572,27328,32684
45924,356,27324,32688
45808,343,27348,32688
45444,531,27344,32672
44792,814,27328,32688
44648,1250,27344,32680
44492,1728,27328,32696
43896,1978,27340,32684
43528,2806,27352,32676
43320,3392,27320,32684
43096,4460,27336,32676
42924,5986,27348,32676
42816,7502,27332,32672
42752,8860,27338,32672
42704,9954,27336,32696
42752,11410,27352,32672
43016,12648,27336,32684
43520,13450,27340,32680
43936,13825,27336,32688
44064,14328,27336,32688
43876,15096,27336,32676
43456,15753,27348,32668
42576,16644,27336,32688
42260,17748,27336,32680
42156,19340,27328,32684
41568,20624,27348,32684
40808,22168,27352,32676
40544,23444,27344,32688
40472,24200,27344,32696
40424,24801,27356,32668
40360,25496,27360,32672
40408,26328,27336,32676
40560,27296,27352,32668
40664,28832,27336,32680
