0	29888	28796	27364	32896
0	29912	28984	27356	32896
0	29960	29060	27344	32872
0	30016	29472	27338	32824
0	30112	29800	27344	32840
0	30080	29968	27348	32844
0	29880	30248	27344	32872
0	29852	30488	27368	32832
0	30072	30476	27340	32832
0	30328	30628	27340	32824
0	30392	30592	27340	32826
0	30428	30234	27344	32840
0	30440	29616	27352	32832
0	30352	28944	27356	32872
0	30216	28648	27320	32840
0	30144	28408	27308	32888
0	30144	28092	27376	32892
0	30208	27716	27392	32772
0	30336	27304	27400	32704
0	30512	26944	27220	32776
0	30660	26808	27376	33020
0	30840	26657	27344	32784
0	31168	26560	27328	32780
0	31504	26664	27344	32676
0	31780	26788	27324	32864
0	31976	26828	27348	32880
0	32076	26788	27376	32856
0	32172	26674	27360	32792
0	32388	26436	27356	32868
0	32708	26264	27368	32936
0	32872	26040	27368	32940
0	32640	25648	27328	32868
0	32020	25224	27348	32836
0	31200	24776	27356	32936
0	30380	24228	27196	32776
0	29856	23756	27316	32700
0	29364	23904	27352	32849
0	28716	24720	27384	33196
0	28024	25820	27328	32616
0	27328	26816	27324	32848
0	26648	27800	27352	32948
0	26032	28920	27392	32916
0	25668	30888	27392	32196
0	25640	32953	27340	32784
0	25812	34920	27328	32944
0	25748	36696	27272	32924
0	25208	38408	27256	32748
0	24428	39952	27328	33148
0	23720	41704	27384	33184
0	23376	43316	27248	32880
0	23420	44880	27324	33288
0	23928	46208	27336	33232
0	24644	47776	27240	33208
0	25252	49328	27296	33224
0	25904	50680	27028	33120
0	26564	52064	26748	33272
0	27152	53420	26872	33260
0	27776	54640	27016	33356
0	28396	55620	26720	33492
0	29100	56524	26444	33216
0	29984	57648	26428	33336
0	30920	58520	26300	33384
0	31544	58120	26340	33472
0	31664	58088	25832	33252
0	31880	57644	25076	32864
0	32736	54604	23376	31688
0	34088	51408	23544	31952
0	34984	48080	22672	34072
0	35448	42592	23788	33288
0	36064	36992	21184	33880
0	37360	32600	25728	30212
0	39480	30364	27064	32032
0	41988	28576	26704	30632
0	44168	26088	28288	31796
0	45532	23984	28344	33984
0	46216	23276	27992	34828
0	46808	24088	27972	35568
0	47592	25428	28768	35416
0	48376	27120	28512	35880
0	48936	30236	27832	35548
0	49196	34540	28224	34528
0	49264	38824	29572	33904
0	48944	41980	29876	33021
0	48504	44648	29840	33408
0	48672	47140	29392	34200
0	49352	49404	28548	35612
0	49720	51352	28680	36928
0	50024	53104	28720	37136
0	50312	54708	28364	37740
0	50584	55416	28452	38888
0	50832	55628	28536	40120
0	51072	56560	27800	40344
0	51496	57696	27298	40136
0	52280	58240	27988	39568
0	53248	58800	26628	40016
0	53900	59960	25184	40304
0	54112	59840	27224	37232
0	53776	59248	30176	34544
0	52064	57784	33024	31948
0	48808	55368	36744	27956
0	44680	54848	17056	55504
0	40008	56416	25308	29964
0	35112	57064	27316	31324
0	30720	51232	25572	28196
0	27168	44296	29220	34728
0	27032	41624	28128	33312
0	30040	44932	27668	32672
0	32472	46156	28000	33220
0	32408	44588	27012	32956
0	29996	41476	26000	32680
0	26796	36960	26540	32964
0	24624	32228	27204	32516
0	23840	28832	26868	32852
0	23920	25872	28152	32692
0	24080	22728	28064	33336
0	23528	20040	28072	33504
0	22000	17600	27452	33252
0	20244	15488	27488	33444
0	19572	13596	27296	33352
0	21064	11908	26440	33224
0	23512	10560	26492	33464
0	25480	9364	26048	33288
0	26384	8872	25256	32200
0	26960	7848	26128	33132
0	27520	6834	26340	32824
0	28456	6131	26736	32812
0	30252	6726	24882	32176
0	32960	6220	23676	33920
0	36076	5504	22052	35928
0	39376	6269	22920	36840
0	42360	7148	23104	38168
0	45044	7864	21552	37932
0	47492	8402	24028	37264
0	49480	9321	24404	37144
0	50280	8684	25828	36084
0	49952	8672	27912	34720
0	49248	9778	29376	32056
0	48464	12192	30152	30736
0	46984	14121	30928	30248
0	44592	16120	31872	28740
0	41488	17336	32736	29426
0	38004	18657	32672	29928
0	34912	20594	32208	29584
0	32856	23512	32480	30824
0	31716	26552	31828	31168
0	31468	29952	31528	32580
0	32720	32592	30664	34312
0	34848	35360	29364	36216
0	37560	37080	27424	38612
0	40992	38264	27008	42080
0	44040	40364	27244	42668
0	46136	42312	28708	41728
0	47296	43880	25188	53728
0	47740	44684	29352	22976
0	46676	43952	29424	39596
0	43840	42600	20460	27644
0	39312	39744	25876	33504
0	34248	35600	27432	33744
0	29792	31640	27376	33820
0	26568	28460	27392	33596
0	25960	26576	27348	33556
0	28540	26160	27196	33452
0	32534	26840	27236	33028
0	35704	28024	27404	33312
0	36536	29184	27376	32768
0	35232	29940	27512	32680
0	33456	29672	27448	33352
0	32680	28476	27352	32880
0	32972	26620	27396	32060
0	33088	24552	27336	32192
0	32944	22388	27220	31832
0	32916	19504	27272	33088
0	33184	16960	26962	33232
0	33968	14792	26396	32416
0	35504	13040	26072	32880
0	37284	11440	25924	33360
0	38592	10116	25768	32776
0	39360	9252	25852	33560
0	40000	9018	25276	32648
0	40728	9916	24556	31312
0	41408	13004	25312	30692
0	42736	17552	24196	31488
0	44920	22760	22048	40212
0	47176	27184	18856	40848
0	48416	31560	20506	43420
0	48392	34596	21624	36692
0	47980	36844	22876	35576
0	48864	39602	24776	35888
0	50760	42368	26312	32400
0	52460	44072	28564	28692
0	52992	44448	30628	27584
0	51824	43764	31940	27804
0	49680	43592	32744	26984
0	46952	44016	33344	27968
0	44308	44200	33132	28568
0	42956	44744	32672	28980
0	43504	45980	32484	30784
0	45964	47688	30964	32428
0	48648	50088	30436	34512
0	50892	51832	28320	37312
0	52824	53556	27160	39744
0	54392	55024	28480	42432
0	55696	56192	26108	48792
0	56492	56376	23240	53164
0	56008	56100	31552	31904
0	53888	54584	33272	36396
0	50488	50312	28880	31290
0	45416	44936	19392	27872
0	39744	39360	27748	35280
0	34924	34416	26988	33180
0	31530	30896	27752	33816
0	30444	28224	27312	33424
0	31804	26600	27352	33524
0	33856	25588	27188	33216
0	34556	25656	27328	33280
0	33848	26704	27536	33244
0	32434	28064	27432	32848
0	30968	29336	27428	33152
0	29852	30452	27372	33080
0	29160	31880	27184	32612
0	28688	33336	27308	32760
0	28376	33176	27024	33136
0	28532	31864	26720	33104
0	29704	29640	26148	33048
0	32136	26746	25912	33020
0	35496	23336	26148	32912
0	38328	20512	25476	33504
0	39936	19160	25408	32988
0	40424	18792	26288	33220
0	40000	18224	24944	31816
0	39712	18906	25269	31712
0	41116	23916	23404	32776
0	44032	29628	22640	37560
0	46696	32120	20736	39432
0	48740	34272	21744	43880
0	49216	35660	21660	38728
0	48340	35912	23972	37492
0	47312	36400	25632	36992
0	46544	37184	26476	33776
0	45864	38168	27980	29252
0	44872	38420	31284	27968
0	43128	36596	32472	28000
0	40436	33736	32556	27008
0	37064	31684	32932	27786
0	33864	30600	32544	28433
0	32004	31328	32112	29120
0	31964	33568	31964	30124
0	33256	37176	31412	31760
0	35720	41020	30228	33872
0	39104	44088	28716	35948
0	42536	46856	28136	37992
0	45428	48896	27644	40048
0	47936	51176	24888	48604
0	50020	52912	18728	54736
0	51304	54528	30000	27856
0	51512	55352	34776	36512
0	49816	55072	15842	27340
0	46184	51216	29856	35976
0	41672	46024	25960	31968
0	36720	43032	27724	34120
