0	29888	28796	32896	27364
0	29912	28984	32896	27356
0	29960	29060	32872	27344
0	30016	29472	32824	27338
0	30112	29800	32840	27344
0	30080	29968	32844	27348
0	29880	30248	32872	27344
0	29852	30488	32832	27368
0	30072	30476	32832	27340
0	30328	30628	32824	27340
0	30392	30592	32826	27340
0	30428	30234	32840	27344
0	30440	29616	32832	27352
0	30352	28944	32872	27356
0	30216	28648	32840	27320
0	30144	28408	32888	27308
0	30144	28092	32892	27376
0	30208	27716	32772	27392
0	30336	27304	32704	27400
0	30512	26944	32776	27220
0	30660	26808	33020	27376
0	30840	26657	32784	27344
0	31168	26560	32780	27328
0	31504	26664	32676	27344
0	31780	26788	32864	27324
0	31976	26828	32880	27348
0	32076	26788	32856	27376
0	32172	26674	32792	27360
0	32388	26436	32868	27356
0	32708	26264	32936	27368
0	32872	26040	32940	27368
0	32640	25648	32868	27328
0	32020	25224	32836	27348
0	31200	24776	32936	27356
0	30380	24228	32776	27196
0	29856	23756	32700	27316
0	29364	23904	32849	27352
0	28716	24720	33196	27384
0	28024	25820	32616	27328
0	27328	26816	32848	27324
0	26648	27800	32948	27352
0	26032	28920	32916	27392
0	25668	30888	32196	27392
0	25640	32953	32784	27340
0	25812	34920	32944	27328
0	25748	36696	32924	27272
0	25208	38408	32748	27256
0	24428	39952	33148	27328
0	23720	41704	33184	27384
0	23376	43316	32880	27248
0	23420	44880	33288	27324
0	23928	46208	33232	27336
0	24644	47776	33208	27240
0	25252	49328	33224	27296
0	25904	50680	33120	27028
0	26564	52064	33272	26748
0	27152	53420	33260	26872
0	27776	54640	33356	27016
0	28396	55620	33492	26720
0	29100	56524	33216	26444
0	29984	57648	33336	26428
0	30920	58520	33384	26300
0	31544	58120	33472	26340
0	31664	58088	33252	25832
0	31880	57644	32864	25076
0	32736	54604	31688	23376
0	34088	51408	31952	23544
0	34984	48080	34072	22672
0	35448	42592	33288	23788
0	36064	36992	33880	21184
0	37360	32600	30212	25728
0	39480	30364	32032	27064
0	41988	28576	30632	26704
0	44168	26088	31796	28288
0	45532	23984	33984	28344
0	46216	23276	34828	27992
0	46808	24088	35568	27972
0	47592	25428	35416	28768
0	48376	27120	35880	28512
0	48936	30236	35548	27832
0	49196	34540	34528	28224
0	49264	38824	33904	29572
0	48944	41980	33021	29876
0	48504	44648	33408	29840
0	48672	47140	34200	29392
0	49352	49404	35612	28548
0	49720	51352	36928	28680
0	50024	53104	37136	28720
0	50312	54708	37740	28364
0	50584	55416	38888	28452
0	50832	55628	40120	28536
0	51072	56560	40344	27800
0	51496	57696	40136	27298
0	52280	58240	39568	27988
0	53248	58800	40016	26628
0	53900	59960	40304	25184
0	54112	59840	37232	27224
0	53776	59248	34544	30176
0	52064	57784	31948	33024
0	48808	55368	27956	36744
0	44680	54848	55504	17056
0	40008	56416	29964	25308
0	35112	57064	31324	27316
0	30720	51232	28196	25572
0	27168	44296	34728	29220
