0	19346	25644	32244	27376
0	19484	24648	32460	27384
0	19456	23952	32388	27368
0	19632	23736	32296	27440
0	20612	23244	32404	27400
0	22072	22490	32348	27396
0	23156	21584	32328	27368
0	23916	20570	32344	27380
0	24832	19592	32312	27412
0	25860	18720	32376	27424
0	26856	17952	32256	27364
0	27812	17228	32240	27336
0	28752	16553	32308	27344
0	29632	16044	32296	27496
0	30364	15352	32272	27408
0	30808	14660	32252	27368
0	31016	14093	32256	27312
0	31168	13712	32364	27448
0	31340	13340	32200	27396
0	31540	12976	32184	27400
0	31804	12533	32236	27412
0	32184	12088	32372	27340
0	32628	11612	32240	27404
0	33116	11424	32304	27384
0	33608	11416	32384	27348
0	34100	11098	32304	27384
0	34504	10536	32312	27372
0	34832	9612	32448	27360
0	35088	9008	32320	27336
0	35368	8290	32400	27392
0	35624	7696	32344	27472
0	35792	6548	32264	27440
0	36068	5778	32532	27392
0	35716	5338	32068	27496
0	34052	5253	31968	27456
0	31120	4591	32152	27328
0	28132	4057	32136	27296
0	25932	3730	32144	27368
0	24688	3382	32300	27328
0	23988	2932	32356	27312
0	23296	2678	32264	27376
0	22428	2594	32316	27368
0	21388	2227	32280	27288
0	20338	2066	32164	27344
0	19332	1944	32344	27448
0	18472	2557	32536	27352
0	17680	3517	32552	27368
0	16860	4538	32388	27372
0	15932	4471	32416	27376
0	14900	4065	32304	27396
0	14272	3474	32132	27404
0	14322	2841	31980	27496
0	14996	3680	32352	27360
0	15890	5517	32744	27252
0	16520	8432	32412	27052
0	16332	11186	32148	27032
0	15548	13728	33256	27092
0	15392	16068	33764	27568
0	16596	18472	32516	26464
0	19212	21280	32520	26476
0	22464	24548	33436	26912
0	25976	28216	33252	25300
0	28956	31212	32090	21790
0	31008	32672	28992	18961
0	32540	31736	28125	17694
0	34464	28912	25816	19468
0	37236	27296	37280	26632
0	40560	27424	33992	31944
0	43016	28932	30064	35308
0	43236	30132	27080	32808
0	41560	28084	29584	35736
0	38540	25208	28476	34248
0	35344	27364	29848	33488
0	33880	28424	30208	32332
0	33272	29120	30868	31136
0	30852	29996	31276	29824
0	26840	30002	31408	28768
0	23416	29072	32770	28232
0	20968	28504	33960	27440
0	20312	28756	35248	26600
0	21368	30280	38192	26516
0	22800	32932	39872	26336
0	23356	36204	39584	26264
0	22544	39240	40208	25316
0	20416	41216	41376	25716
0	18560	42688	42124	26440
0	18696	44776	40264	25465
0	21842	47320	38992	26712
0	26368	49544	37224	27368
0	29676	51276	35336	21496
0	31616	53184	38952	36908
0	31840	54656	29496	16600
0	30304	55332	32160	24988
0	28064	51736	32888	26401
0	26312	47576	33736	32640
0	26056	47120	30960	24504
0	27000	49472	31496	25800
0	27376	51068	32896	26968
0	27096	50624	32192	26752
0	26312	48808	31940	27032
0	24836	45704	33672	28288
0	22608	43900	33768	28280
0	20156	42020	33416	27441
0	18316	39296	32232	26736
0	17892	35936	32488	27344
0	19436	33876	33588	27408
0	22460	34316	33268	26568
0	25552	36136	32504	25964
0	27756	36704	33676	26752
0	28808	37204	33312	24840
0	29320	38608	32064	20956
0	29920	41152	29372	18116
0	30848	41616	27816	17202
0	31808	40676	24868	20584
0	32736	42856	31184	30528
0	34332	46048	28976	42104
0	35956	48632	24304	37792
0	36496	50328	25920	34760
0	35568	46656	27660	34300
0	33504	43944	28680	33344
0	31960	47128	30876	30844
0	31928	47632	32262	28792
0	32728	44352	32208	27336
0	33008	39248	34680	26808
0	31824	33984	39760	26092
0	29424	29696	41968	26428
0	27168	29168	42604	26900
0	26388	32608	42392	26460
0	27472	35720	40496	26356
0	29540	36952	39728	26924
0	31788	35552	38404	25872
0	33992	33720	38480	26076
0	35928	33004	36092	25744
0	37128	32872	38496	17970
0	37900	33724	42560	30232
0	38200	35080	27464	21900
0	37312	35080	32624	26804
0	35072	31808	32296	25896
0	32456	27696	33492	27556
0	31344	26668	28696	25012
0	31972	29152	30816	21956
0	32540	32180	31928	26272
0	32164	31932	33276	27636
0	31192	28008	32640	27378
0	29616	25944	32464	27208
0	27932	28440	31508	26496
0	26128	31708	31600	26040
0	24416	33032	33776	27136
0	24144	31992	32160	26544
0	26072	29816	31900	26260
0	29356	27056	34872	28384
0	32244	25692	34540	28240
0	33116	26888	33692	24868
0	31736	29690	31272	22412
0	29232	33600	30572	21588
0	26844	38116	30928	19952
0	25416	41792	26552	21336
0	25284	44640	24904	26672
0	25888	45648	32456	38432
0	26436	46336	26200	37308
0	26424	44884	25220	32924
0	26100	39720	28024	33176
