4.83836874514463,10.4506419730025,32410.6666666667,28218
40.4251761121756,87.398738875611,32666,28330.5
168.100403966171,364.084914906463,32795.2,28342.8
475.163191577303,1032.16393553822,33032.8,28469.6
1048.1143914165,2286.38997258592,33726.4,28345.6
1950.02223412862,4277.91581487504,33413.6,27215.6
3208.38708033449,7089.74029153186,32664.8,26931.6
4810.92845183623,10728.73143369,32456,26570.8
6707.83465505838,15129.3954034678,32438.4,26349.2
8819.0679300131,20164.2954245211,31857.6,26352.4
11044.1800956871,25655.6168042333,32207.2,27261.6
13272.3075252426,31385.7397110068,32796,27246.4
15391.7123217713,37109.5048939327,32838.4,27362.4
17298.9660605448,42570.201104195,32648,27296.8
18906.8577446976,47517.5604960372,32613.6,27264.8
20149.5190257232,51725.3608612456,32616,27251.6
20984.750284752,55007.1985241621,32619.2,27273.2
21395.416450171,57229.2832304831,32636.8,27286
21391.4135191013,58319.5205377091,32628.8,27294
21011.0909468033,58272.3101063099,32639.2,27300.4
20319.077219613,57147.9881307354,32620.8,27316
19398.7172412817,55066.5596053744,32609.6,27327.2
18340.7989851433,52197.4392000152,32640,27365.6
17232.6313039596,48747.2759944553,32624.8,27380
16150.5801557163,44946.1394767186,32623.2,27375.2
15156.2416864209,41031.3175524298,32648,27375.2
14294.9383224909,37229.2167050344,32688,27365.6
13595.6031159201,33737.8996957499,32637.6,27333.6
13071.65534071,30713.0747889372,32741.6,27299.6
12722.876294605,28259.0587034315,32807.2,27244.4
12538.4102488094,26425.4813260104,32727.2,27081.6
12500.4518824172,25209.7799157969,32646.4,26880
12587.6962217258,24564.0719373834,32826.4,26918.4
12777.9851443492,24404.5152191087,32668.8,26415.6
13050.3803995377,24622.2686283202,32486.4,25188.4
13387.1578235477,25095.8727703475,32108,23845.6
13775.7028169473,25704.8067400729,31512.8,21970.4
14209.7859672332,26343.5926683681,30996.8,20840
14689.5913776243,26934.5786503186,31142.4,21229.6
15220.0563597127,27436.3579684006,30540,23829.6
15808.3624296642,27845.1997674957,29619.2,26624.8
16463.1448876617,28189.1855294034,29042.4,30142.4
17196.741554563,28518.3054403916,28543.2,32911.2
18027.6974102033,28894.1438120464,27710.4,34548
18979.0336588464,29378.4213372467,27905.6,34284
20070.7028731033,30018.2995177165,28990.4,33676.8
21309.0626747478,30832.293001896,30036.8,32606.4
22678.5792680554,31804.1066314177,30989.6,31060.8
24140.0854248182,32884.9979023583,31972,29430.4
25636.5379436566,33999.7942833054,33200,27788.8
27103.274501056,35055.1144085472,35175.2,26633.6
28477.957396282,35950.7889316608,37312.8,25556.8
29706.7576137297,36593.3016766293,39440.8,24963.2
30745.9051183798,36907.6161722018,41164.8,24821
31559.8097572934,36843.6966826246,42179.2,25550.6
32118.290312149,36378.0630918615,42021.6,26185
32395.3219599357,35514.1120691151,41512.8,27133.2
32369.9958743125,34282.334853257,39654.4,27113.2
32028.940956244,32737.7199154299,37862.4,27393
31369.6150136316,30953.3569636703,37796.8,26930.6
30404.5734427166,29014.0405944841,35169.6,28417.8
29166.4629601418,27013.5163137176,33640.8,28609.6
27712.2447535872,25053.3887868736,32744.8,28692.8
26124.6084482008,23239.0280986036,32625.6,29451.2
24509.045403819,21670.722942481,30659.2,29943.2
22985.6002522155,20431.5146077126,28800.8,28595.2
21675.3551658608,19574.9225630941,29230.4,28640
20684.5312971752,19116.7375762438,29844.8,29207.2
20091.6192489522,19033.6922174483,29913.6,28460
19940.9301057817,19268.819047783,30299.2,28268
20240.9370443794,19741.903864645,33294.4,27845.6
20964.9517159717,20363.6591359795,32908.8,27292
22055.4233731151,21050.7942381209,32960.8,27194.4
23432.8053238944,21736.8994491838,32981.6,27173.6
25004.6720317556,22375.1825275504,32884,27076.8
26670.6397277318,22933.4888355724,32966.4,27208
28325.03934941,23386.2341361053,33216,27266
29862.4324103852,23708.6290175487,33216.8,26830.8
31187.4020821715,23875.288604709,32814.4,25970
32225.6481824995,23861.8984693718,32936,25346.8
32932.9044339516,23648.0300239234,32124,23567.6
33300.1033838825,23220.4139177119,31052.8,21478.4
33354.5903780575,22577.8303537767,30384,20555.2
33157.3529989392,21739.1448334236,30557.6,21005.6
32796.1789266284,20752.0104179599,29736,22812.8
32375.4531047225,19695.8885412935,28253.6,25801.6
32004.493079466,18676.2285257703,27853.6,29481.6
31786.4433105958,17812.6014161172,27264,32378.4
31808.7386827298,17224.7400032425,26665.6,34340
32135.4121566559,17018.767386668,26892,34384
32801.4613911825,17275.9591243087,28651.2,33859.2
33809.114087103,18046.0451954265,29601.6,32616
35126.0842230058,19343.4407168146,30756,31036.8
36687.1021195151,21142.7701885392,31789.6,29287.2
38399.1810824848,23374.9806170299,33109.6,27734.4
40149.2562052624,25930.4176995762,34787.2,26408.8
41813.3102237597,28671.9253247903,37039.2,25488.8
43267.1179380535,31454.5006836946,39465.6,25355.2
44397.8441999061,34144.5012518119,41683.2,25420
45113.9965416755,36631.3461041678,43116.8,25650.4
45351.1692215131,38830.4309576055,43608,26295.2
45073.572690575,40683.3334373449,43291.2,27405.6
44274.2286695787,42160.4373878612,44038.4,26148
42976.9540935258,43263.5943215083,40060,28281.6
41240.3939064602,44023.5648381659,36850.4,27992.8
39160.7106582961,44491.9447323668,35250.4,27498.4
36868.577354144,44732.1054340369,33833.6,26811.2
34518.7979117347,44811.7440787204,30978.4,28346.4
32274.4530818849,44794.4322834759,32592,26539.2
30289.1704487505,44728.6042724213,33428.8,26248
28690.4629044936,44640.108137545,32808.8,26318.4
27565.5738658156,44535.415114704,32689.6,26481.6
26951.0972100618,44413.2753263699,32383.2,26357.6
26828.823223121,44275.4866392157,32176,26197.6
27130.2273173011,44128.4456020325,32345.6,26996
27749.562308854,43975.0149998637,32830.4,27407.2
28562.4030124544,43806.6669584517,32696,27386.4
29444.648705698,43606.3723333421,32616,27302.4
30287.234930521,43359.5330256628,32501.6,27153.6
31004.1514739158,43060.0474581109,32371.2,26877.6
31534.4533978476,42705.139127812,32090.4,26193.6
31840.9469946019,42285.6070581522,31816,25326.4
31908.4213000334,41780.5169463428,31639.2,24494.4
31743.0153714015,41158.4251409338,31268,23164
31372.4306303433,40382.5088835281,29648,22081.6
30845.2942939277,39417.3019677173,29016,23461.6
30227.6898194024,38236.405381444,28861.6,25808
29595.9705362153,36830.6530147167,28324.8,27925.6
29027.2856308631,35215.3707329611,27272,30461.6
28590.9131230271,33435.6407173812,28168.8,33359.2
28342.5595416763,31568.091351653,28336.8,33801.6
28321.4313869637,29716.7485663157,28272.8,33192.8
28548.6688008729,28002.1315290957,28724,32410.4
29026.1290095715,26544.7920846986,30655.2,31544
29735.9514991349,25445.9631969357,32195.2,29957.6
30643.1075452618,24771.0890588146,33985.6,28488.8
31702.0436390017,24541.4259819044,36150.4,27183.2
32863.2575714552,24733.0115110114,38470.4,26167.2
34073.7631951171,25280.2510884466,40252.8,25667.2
35272.309465367,26084.2356089841,41332.8,25232.8
36386.7448117263,27025.7468132612,41777.6,25565.6
