# OpenSignals Text File Format
# {"00:07:80:65:DF:D1":{"sensor":["RESPIRATION","RESPIRATION","gACCy","gACCx"],"device name":"00:07:80:65:DF:D1","column":["nSeq","DI","RESPIRATION","RESPIRATION","gACCy","gACCx"],"sync interval":2,"time":"10:45:12","comments":"","keywords":"","device connection":"BTH00:07:80:65:DF:D1","channels":[1,2,3,4],"date":"2023-09-22","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":50,"label":["RESPIRATION","RESPIRATION","gACCy","gACCx"],"resolution":[16,16,16,16],"special":[{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	19346	25644	27376	32244
1	0	19484	24648	27384	32460
2	0	19456	23952	27368	32388
3	0	19632	23736	27440	32296
4	0	20612	23244	27400	32404
5	0	22072	22490	27396	32348
6	0	23156	21584	27368	32328
7	0	23916	20570	27380	32344
8	0	24832	19592	27412	32312
9	0	25860	18720	27424	32376
10	0	26856	17952	27364	32256
11	0	27812	17228	27336	32240
12	0	28752	16553	27344	32308
13	0	29632	16044	27496	32296
14	0	30364	15352	27408	32272
15	0	30808	14660	27368	32252
16	0	31016	14093	27312	32256
17	0	31168	13712	27448	32364
18	0	31340	13340	27396	32200
19	0	31540	12976	27400	32184
20	0	31804	12533	27412	32236
21	0	32184	12088	27340	32372
22	0	32628	11612	27404	32240
23	0	33116	11424	27384	32304
24	0	33608	11416	27348	32384
25	0	34100	11098	27384	32304
26	0	34504	10536	27372	32312
27	0	34832	9612	27360	32448
28	0	35088	9008	27336	32320
29	0	35368	8290	27392	32400
30	0	35624	7696	27472	32344
31	0	35792	6548	27440	32264
32	0	36068	5778	27392	32532
33	0	35716	5338	27496	32068
34	0	34052	5253	27456	31968
35	0	31120	4591	27328	32152
36	0	28132	4057	27296	32136
37	0	25932	3730	27368	32144
38	0	24688	3382	27328	32300
39	0	23988	2932	27312	32356
40	0	23296	2678	27376	32264
41	0	22428	2594	27368	32316
42	0	21388	2227	27288	32280
43	0	20338	2066	27344	32164
44	0	19332	1944	27448	32344
45	0	18472	2557	27352	32536
46	0	17680	3517	27368	32552
47	0	16860	4538	27372	32388
48	0	15932	4471	27376	32416
49	0	14900	4065	27396	32304
50	0	14272	3474	27404	32132
51	0	14322	2841	27496	31980
52	0	14996	3680	27360	32352
53	0	15890	5517	27252	32744
54	0	16520	8432	27052	32412
55	0	16332	11186	27032	32148
56	0	15548	13728	27092	33256
57	0	15392	16068	27568	33764
58	0	16596	18472	26464	32516
59	0	19212	21280	26476	32520
60	0	22464	24548	26912	33436
61	0	25976	28216	25300	33252
62	0	28956	31212	21790	32090
63	0	31008	32672	18961	28992
64	0	32540	31736	17694	28125
65	0	34464	28912	19468	25816
66	0	37236	27296	26632	37280
67	0	40560	27424	31944	33992
68	0	43016	28932	35308	30064
69	0	43236	30132	32808	27080
70	0	41560	28084	35736	29584
71	0	38540	25208	34248	28476
72	0	35344	27364	33488	29848
73	0	33880	28424	32332	30208
74	0	33272	29120	31136	30868
75	0	30852	29996	29824	31276
76	0	26840	30002	28768	31408
77	0	23416	29072	28232	32770
78	0	20968	28504	27440	33960
79	0	20312	28756	26600	35248
80	0	21368	30280	26516	38192
81	0	22800	32932	26336	39872
82	0	23356	36204	26264	39584
83	0	22544	39240	25316	40208
84	0	20416	41216	25716	41376
85	0	18560	42688	26440	42124
86	0	18696	44776	25465	40264
87	0	21842	47320	26712	38992
88	0	26368	49544	27368	37224
89	0	29676	51276	21496	35336
90	0	31616	53184	36908	38952
91	0	31840	54656	16600	29496
92	0	30304	55332	24988	32160
93	0	28064	51736	26401	32888
94	0	26312	47576	32640	33736
95	0	26056	47120	24504	30960
96	0	27000	49472	25800	31496
97	0	27376	51068	26968	32896
98	0	27096	50624	26752	32192
99	0	26312	48808	27032	31940
100	0	24836	45704	28288	33672
101	0	22608	43900	28280	33768
102	0	20156	42020	27441	33416
103	0	18316	39296	26736	32232
104	0	17892	35936	27344	32488
105	0	19436	33876	27408	33588
106	0	22460	34316	26568	33268
107	0	25552	36136	25964	32504
108	0	27756	36704	26752	33676
109	0	28808	37204	24840	33312
110	0	29320	38608	20956	32064
111	0	29920	41152	18116	29372
112	0	30848	41616	17202	27816
113	0	31808	40676	20584	24868
114	0	32736	42856	30528	31184
115	0	34332	46048	42104	28976
116	0	35956	48632	37792	24304
117	0	36496	50328	34760	25920
118	0	35568	46656	34300	27660
119	0	33504	43944	33344	28680
120	0	31960	47128	30844	30876
121	0	31928	47632	28792	32262
122	0	32728	44352	27336	32208
123	0	33008	39248	26808	34680
124	0	31824	33984	26092	39760
125	0	29424	29696	26428	41968
126	0	27168	29168	26900	42604
127	0	26388	32608	26460	42392
128	0	27472	35720	26356	40496
129	0	29540	36952	26924	39728
130	0	31788	35552	25872	38404
131	0	33992	33720	26076	38480
132	0	35928	33004	25744	36092
133	0	37128	32872	17970	38496
134	0	37900	33724	30232	42560
