# OpenSignals Text File Format
# {"00:07:80:65:DF:D1":{"sensor":["RESPIRATION","RESPIRATION","gACCy","gACCx"],"device name":"00:07:80:65:DF:D1","column":["nSeq","DI","RESPIRATION","RESPIRATION","gACCy","gACCx"],"sync interval":2,"time":"10:39:22","comments":"","keywords":"","device connection":"BTH00:07:80:65:DF:D1","channels":[1,2,3,4],"date":"2023-09-22","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":50,"label":["RESPIRATION","RESPIRATION","gACCy","gACCx"],"resolution":[16,16,16,16],"special":[{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	29888	28796	27364	32896
1	0	29912	28984	27356	32896
2	0	29960	29060	27344	32872
3	0	30016	29472	27338	32824
4	0	30112	29800	27344	32840
5	0	30080	29968	27348	32844
6	0	29880	30248	27344	32872
7	0	29852	30488	27368	32832
8	0	30072	30476	27340	32832
9	0	30328	30628	27340	32824
10	0	30392	30592	27340	32826
11	0	30428	30234	27344	32840
12	0	30440	29616	27352	32832
13	0	30352	28944	27356	32872
14	0	30216	28648	27320	32840
15	0	30144	28408	27308	32888
16	0	30144	28092	27376	32892
17	0	30208	27716	27392	32772
18	0	30336	27304	27400	32704
19	0	30512	26944	27220	32776
20	0	30660	26808	27376	33020
21	0	30840	26657	27344	32784
22	0	31168	26560	27328	32780
23	0	31504	26664	27344	32676
24	0	31780	26788	27324	32864
25	0	31976	26828	27348	32880
26	0	32076	26788	27376	32856
27	0	32172	26674	27360	32792
28	0	32388	26436	27356	32868
29	0	32708	26264	27368	32936
30	0	32872	26040	27368	32940
31	0	32640	25648	27328	32868
32	0	32020	25224	27348	32836
33	0	31200	24776	27356	32936
34	0	30380	24228	27196	32776
35	0	29856	23756	27316	32700
36	0	29364	23904	27352	32849
37	0	28716	24720	27384	33196
38	0	28024	25820	27328	32616
39	0	27328	26816	27324	32848
40	0	26648	27800	27352	32948
41	0	26032	28920	27392	32916
42	0	25668	30888	27392	32196
43	0	25640	32953	27340	32784
44	0	25812	34920	27328	32944
45	0	25748	36696	27272	32924
46	0	25208	38408	27256	32748
47	0	24428	39952	27328	33148
48	0	23720	41704	27384	33184
49	0	23376	43316	27248	32880
50	0	23420	44880	27324	33288
51	0	23928	46208	27336	33232
52	0	24644	47776	27240	33208
53	0	25252	49328	27296	33224
54	0	25904	50680	27028	33120
55	0	26564	52064	26748	33272
56	0	27152	53420	26872	33260
57	0	27776	54640	27016	33356
58	0	28396	55620	26720	33492
59	0	29100	56524	26444	33216
60	0	29984	57648	26428	33336
61	0	30920	58520	26300	33384
62	0	31544	58120	26340	33472
63	0	31664	58088	25832	33252
64	0	31880	57644	25076	32864
65	0	32736	54604	23376	31688
66	0	34088	51408	23544	31952
67	0	34984	48080	22672	34072
68	0	35448	42592	23788	33288
69	0	36064	36992	21184	33880
70	0	37360	32600	25728	30212
71	0	39480	30364	27064	32032
72	0	41988	28576	26704	30632
73	0	44168	26088	28288	31796
74	0	45532	23984	28344	33984
75	0	46216	23276	27992	34828
76	0	46808	24088	27972	35568
77	0	47592	25428	28768	35416
78	0	48376	27120	28512	35880
79	0	48936	30236	27832	35548
80	0	49196	34540	28224	34528
81	0	49264	38824	29572	33904
82	0	48944	41980	29876	33021
83	0	48504	44648	29840	33408
84	0	48672	47140	29392	34200
85	0	49352	49404	28548	35612
86	0	49720	51352	28680	36928
87	0	50024	53104	28720	37136
88	0	50312	54708	28364	37740
89	0	50584	55416	28452	38888
90	0	50832	55628	28536	40120
91	0	51072	56560	27800	40344
92	0	51496	57696	27298	40136
93	0	52280	58240	27988	39568
94	0	53248	58800	26628	40016
95	0	53900	59960	25184	40304
96	0	54112	59840	27224	37232
97	0	53776	59248	30176	34544
98	0	52064	57784	33024	31948
99	0	48808	55368	36744	27956
100	0	44680	54848	17056	55504
101	0	40008	56416	25308	29964
102	0	35112	57064	27316	31324
103	0	30720	51232	25572	28196
104	0	27168	44296	29220	34728
105	0	27032	41624	28128	33312
106	0	30040	44932	27668	32672
107	0	32472	46156	28000	33220
108	0	32408	44588	27012	32956
109	0	29996	41476	26000	32680
110	0	26796	36960	26540	32964
111	0	24624	32228	27204	32516
112	0	23840	28832	26868	32852
113	0	23920	25872	28152	32692
114	0	24080	22728	28064	33336
115	0	23528	20040	28072	33504
116	0	22000	17600	27452	33252
117	0	20244	15488	27488	33444
118	0	19572	13596	27296	33352
119	0	21064	11908	26440	33224
120	0	23512	10560	26492	33464
121	0	25480	9364	26048	33288
122	0	26384	8872	25256	32200
123	0	26960	7848	26128	33132
124	0	27520	6834	26340	32824
125	0	28456	6131	26736	32812
126	0	30252	6726	24882	32176
127	0	32960	6220	23676	33920
128	0	36076	5504	22052	35928
129	0	39376	6269	22920	36840
130	0	42360	7148	23104	38168
131	0	45044	7864	21552	37932
132	0	47492	8402	24028	37264
133	0	49480	9321	24404	37144
134	0	50280	8684	25828	36084
135	0	49952	8672	27912	34720
136	0	49248	9778	29376	32056
137	0	48464	12192	30152	30736
138	0	46984	14121	30928	30248
139	0	44592	16120	31872	28740
140	0	41488	17336	32736	29426
141	0	38004	18657	32672	29928
142	0	34912	20594	32208	29584
143	0	32856	23512	32480	30824
144	0	31716	26552	31828	31168
145	0	31468	29952	31528	32580
146	0	32720	32592	30664	34312
147	0	34848	35360	29364	36216
148	0	37560	37080	27424	38612
149	0	40992	38264	27008	42080
150	0	44040	40364	27244	42668
151	0	46136	42312	28708	41728
152	0	47296	43880	25188	53728
153	0	47740	44684	29352	22976
154	0	46676	43952	29424	39596
155	0	43840	42600	20460	27644
156	0	39312	39744	25876	33504
157	0	34248	35600	27432	33744
158	0	29792	31640	27376	33820
159	0	26568	28460	27392	33596
160	0	25960	26576	27348	33556
161	0	28540	26160	27196	33452
162	0	32534	26840	27236	33028
163	0	35704	28024	27404	33312
164	0	36536	29184	27376	32768
165	0	35232	29940	27512	32680
166	0	33456	29672	27448	33352
167	0	32680	28476	27352	32880
168	0	32972	26620	27396	32060
169	0	33088	24552	27336	32192
170	0	32944	22388	27220	31832
171	0	32916	19504	27272	33088
172	0	33184	16960	26962	33232
173	0	33968	14792	26396	32416
174	0	35504	13040	26072	32880
175	0	37284	11440	25924	33360
176	0	38592	10116	25768	32776
177	0	39360	9252	25852	33560
178	0	40000	9018	25276	32648
179	0	40728	9916	24556	31312
180	0	41408	13004	25312	30692
181	0	42736	17552	24196	31488
182	0	44920	22760	22048	40212
183	0	47176	27184	18856	40848
184	0	48416	31560	20506	43420
185	0	48392	34596	21624	36692
186	0	47980	36844	22876	35576
187	0	48864	39602	24776	35888
188	0	50760	42368	26312	32400
189	0	52460	44072	28564	28692
190	0	52992	44448	30628	27584
191	0	51824	43764	31940	27804
192	0	49680	43592	32744	26984
193	0	46952	44016	33344	27968
194	0	44308	44200	33132	28568
195	0	42956	44744	32672	28980
196	0	43504	45980	32484	30784
197	0	45964	47688	30964	32428
198	0	48648	50088	30436	34512
199	0	50892	51832	28320	37312
200	0	52824	53556	27160	39744
201	0	54392	55024	28480	42432
202	0	55696	56192	26108	48792
203	0	56492	56376	23240	53164
204	0	56008	56100	31552	31904
205	0	53888	54584	33272	36396
206	0	50488	50312	28880	31290
207	0	45416	44936	19392	27872
208	0	39744	39360	27748	35280
209	0	34924	34416	26988	33180
210	0	31530	30896	27752	33816
211	0	30444	28224	27312	33424
212	0	31804	26600	27352	33524
213	0	33856	25588	27188	33216
214	0	34556	25656	27328	33280
215	0	33848	26704	27536	33244
216	0	32434	28064	27432	32848
217	0	30968	29336	27428	33152
218	0	29852	30452	27372	33080
219	0	29160	31880	27184	32612
220	0	28688	33336	27308	32760
221	0	28376	33176	27024	33136
222	0	28532	31864	26720	33104
223	0	29704	29640	26148	33048
224	0	32136	26746	25912	33020
225	0	35496	23336	26148	32912
226	0	38328	20512	25476	33504
227	0	39936	19160	25408	32988
228	0	40424	18792	26288	33220
229	0	40000	18224	24944	31816
230	0	39712	18906	25269	31712
231	0	41116	23916	23404	32776
232	0	44032	29628	22640	37560
233	0	46696	32120	20736	39432
234	0	48740	34272	21744	43880
235	0	49216	35660	21660	38728
236	0	48340	35912	23972	37492
237	0	47312	36400	25632	36992
238	0	46544	37184	26476	33776
239	0	45864	38168	27980	29252
240	0	44872	38420	31284	27968
241	0	43128	36596	32472	28000
242	0	40436	33736	32556	27008
243	0	37064	31684	32932	27786
244	0	33864	30600	32544	28433
245	0	32004	31328	32112	29120
246	0	31964	33568	31964	30124
