7282,38424,27368,32760
6441,41440,27448,32728
5793,43232,27356,32992
5454,44800,27352,32824
5316,45596,27280,33336
5374,46208,27340,33228
5636,46656,27372,33072
6212,47912,27320,33088
6974,49008,27368,33216
7858,49148,27304,32976
9032,48648,26700,33008
10929,47392,26324,32956
13822,45056,24912,32456
17805,41880,22016,31556
21896,39576,20500,30236
25156,39416,18612,30692
27564,38432,18440,31512
29164,35692,18520,31500
29736,34684,23164,31328
29760,36160,24668,30896
29408,38460,26424,33876
30088,41336,27033,33236
31824,43968,29308,32956
33424,46000,30628,33376
34424,47392,30760,32808
34808,48400,31260,33008
34352,49716,31748,32988
33640,51644,31440,32872
33064,53432,31512,32544
32788,54700,31688,32512
32832,56176,30880,33032
33104,57312,30256,34944
33696,58336,29520,37664
34408,59296,28744,40552
35120,59896,27808,42768
35904,60096,27544,42776
36768,60824,27976,42828
37704,61456,28520,41760
38768,61888,29600,39772
39480,62264,31976,37584
39476,62368,35104,33044
38476,61396,21785,55784
35976,60588,29856,41936
32036,59496,22818,32492
27760,54816,17483,24884
24232,47856,28764,34144
22036,41992,28676,33956
21721,39592,27820,32988
21852,35936,27968,33532
21572,31992,27856,34032
20880,30044,26808,32748
20344,30596,27289,32888
20444,30600,27296,33488
21170,28576,27276,33008
22436,25508,27696,32844
23656,22976,27880,33232
24376,21152,27824,33404
24488,20312,27908,33540
24632,20260,27408,32880
25116,21216,26920,33080
25856,22564,27016,33504
26652,23068,26368,33088
27424,22364,25784,33132
27736,22952,25604,33140
26800,26808,25392,33448
24744,30992,24321,32000
23184,32956,23616,31960
22172,31752,23216,30452
22052,27028,24792,30984
23008,24752,21620,36120
23592,23544,21844,39692
22500,21476,23072,37712
19784,20732,22504,44040
17380,21868,23104,36380
15960,23496,25616,35688
15600,26056,25784,36396
15728,29168,26440,32376
15536,32500,28360,28796
14500,35056,31072,29580
12866,36688,32154,28912
11360,37824,32568,27632
10272,38704,33256,28660
9608,38124,33216,29644
9016,35896,32764,29676
8198,32744,32876,31272
7252,29472,32348,33624
6482,26924,31216,37688
6348,26060,31624,40912
9272,26872,30624,43176
15936,30924,31220,43188
22228,34360,33560,40392
26864,35768,30496,55188
28712,35064,35176,33916
27008,35676,15016,35232
23260,32344,21684,32396
20160,27748,25416,34256
17593,24040,28080,35124
15940,21052,27572,33952
16193,20136,27404,34080
19116,21104,27380,34004
23440,22833,26980,33564
27892,25332,27052,33696
32384,28144,27520,33888
36392,29816,27272,33760
38992,30144,27024,33464
39808,30084,28656,33380
39544,29220,28228,34456
39280,27864,28448,34312
39760,27420,27696,34080
41088,25296,26912,33744
43464,21676,26644,34996
46008,18784,24668,34144
48168,16656,23768,33392
50112,15224,23192,32512
51768,14880,23700,31384
51968,16052,22524,29456
50548,17505,23968,35344
50640,21280,22100,38208
52704,22988,22344,39032
54168,23844,22720,44760
54296,23912,21276,36028
52344,23328,25580,35584
49440,23984,26124,37200
46760,24001,26296,33484
44776,24048,28360,30596
43576,24048,30860,28800
42184,23600,32324,28564
39968,22668,32376,28192
36936,21788,32340,27524
33328,21440,33064,28760
30060,21032,32832,29324
27824,20388,31976,30472
27676,19384,31928,33500
31160,17704,30624,37732
35936,16249,30296,40744
39836,15710,30628,42928
43072,17064,31848,43376
45824,19050,17656,56196
48112,19288,27584,37376
48456,19516,24828,38620
44780,19240,22364,31852
39704,20940,25656,35440
35744,23644,27488,34420
32248,26432,27552,34096
28776,29792,27136,33748
26076,34296,27236,33824
25940,38220,26892,33496
28480,41872,27408,33404
31256,44736,27748,34024
33064,47324,27312,33356
33024,48992,27760,33656
31168,50424,28008,33336
28388,52080,27976,34328
26240,53480,27868,34140
26824,53064,27696,33928
30280,48544,27116,33888
34220,42456,26512,34296
36200,36844,23812,33720
37384,33048,23528,33076
38100,30264,23616,32540
38160,28000,24400,31812
35648,27188,23520,29984
32896,27864,23976,33216
32400,29944,22264,38256
33828,30824,23632,40396
34680,28928,22792,43664
33504,25148,21152,36380
30954,23132,24708,35836
29096,21864,25336,36928
28680,20776,25272,35000
29128,20872,27016,32064
30032,22716,29420,28764
31096,24720,31184,28308
31916,26336,31964,27964
31744,28200,32540,27480
30260,30592,32724,27940
28316,34096,32696,28644
27748,38184,32704,29748
27932,41952,32600,32348
28144,44904,31144,36868
28512,47512,30620,40768
28696,49744,31468,43448
28728,51720,31728,44184
29024,53488,34168,51008
29020,54480,31736,36532
28272,54536,28588,25248
26496,53756,25160,31168
23880,50516,22892,31392
21024,47072,25944,32908
18593,45320,28012,35424
17328,43440,27484,34464
17762,41336,26888,33816
19898,39320,26576,33424
22380,38612,26492,33412
24180,39064,27036,33728
25256,40408,27608,33704
26264,41340,27834,33664
27200,40184,28184,34132
27892,38032,28816,34000
29136,35552,28284,33728
30480,35164,28640,35152
31408,36116,26940,33584
31824,35036,26028,33936
31728,30800,25792,34268
32428,27400,24348,33976
34156,25700,23648,32904
34892,23552,23498,32064
33208,20824,24236,31408
30152,19628,25068,31104
28168,18841,23828,36212
28888,18808,23344,43464
31468,18020,20564,38064
34020,16705,20604,41264
35288,16267,20696,36596
34912,17676,23524,35928
33800,20916,24592,36136
32836,24024,25500,32280
32420,27596,28192,28900
32204,32192,31052,27812
30988,36156,32824,27360
28812,39964,32728,26312
26672,42984,33644,26224
25248,45364,34012,27648
24640,48016,33416,29056
26072,50328,32392,32384
28688,52072,31560,37756
30436,53792,31564,42184
30476,55264,32576,43456
28944,56464,31824,41352
26904,56960,36100,54356
24664,54640,35904,21032
22072,52128,22320,18308
19564,47408,21944,27988
18176,41504,25192,33832
18428,38160,27284,34204
19064,36856,27980,34692
18476,33824,27816,34748
17360,29516,26936,33960
16672,27292,26696,34016
16800,26448,26872,33812
17740,23584,27548,34008
18900,20680,28692,34656
19992,18200,28504,34616
20924,15960,28360,34040
21784,14609,27660,34132
22188,15442,28652,35460
22916,18960,27940,34688
24140,21152,26792,33868
25736,18656,26792,35104
27568,15968,25296,34496
29284,14088,24016,33932
30352,12324,23820,33740
30728,10880,24508,33060
30936,11756,24076,32344
31620,16020,24952,35476
33608,18348,23084,36528
36296,17928,20996,40928
38092,18144,20568,36308
37620,19000,19504,37296
34976,17137,23600,34932
31632,18416,25992,33556
29616,22952,26096,31140
28800,27266,28736,29368
27836,30128,30788,28692
25684,33864,30400,28188
23076,36896,29708,28228
20420,39912,29884,28288
18112,42476,29776,28384
17320,45120,28740,28680
17682,46656,28404,30220
18784,47948,27720,31120
20304,49912,26736,31112
21968,51488,26032,31224
23912,51456,25332,31624
26344,50256,24396,32136
29568,48672,23384,33044
33944,47000,22452,35084
38048,43600,21296,37264
41416,39980,20648,38824
43696,38024,20832,42336
44856,37260,22676,44300
45200,37892,26212,45400
44776,39280,25904,51856
43424,41012,23388,21736
41192,42416,27568,46572
37936,40832,23756,34400
33016,37612,28832,30784
28680,37536,27624,34208
25244,41712,27432,32664
23512,43688,27388,33104
23866,45784,27216,33280
25360,44824,27232,33268
26160,41852,27408,33340
25664,37192,27468,33208
24872,32320,27272,33272
25080,28092,27052,33044
26896,24528,27128,33028
29968,21440,27124,33388
34356,18840,26984,33272
38472,16448,26828,33060
41880,14176,26252,33188
44632,12560,26616,33284
46248,11125,26080,33192
46352,10622,25320,32620
45144,11042,24224,32192
43528,11896,22440,30836
41760,14304,19304,28960
40512,17250,16300,28952
42328,23032,17876,33624
45384,26464,18868,33016
47696,26852,26341,32688
49168,27552,25808,31514
49960,28220,27856,31008
49016,28932,30200,32004
46220,29708,30940,32224
42716,29328,31648,31428
39936,28488,31520,31008
38440,27144,30848,32000
38000,25352,30208,31664
37728,23480,30026,31632
37288,22076,31892,33924
36852,22348,30596,33772
36660,23844,28896,35164
37348,26460,28248,37940
39060,29928,28504,39392
41760,33944,28044,40848
44900,37696,28856,42876
47552,41220,27756,42092
49784,44240,28384,42144
51632,46376,29440,41840
52328,47200,25824,54820
50772,47416,27874,26520
46684,47016,26424,34960
41464,46048,27584,34656
36256,43080,30032,35376
