3.54449718810845,4.69839170329025,32364,27376
29.6008087993809,39.0212159411203,32347,27392
123.073229398249,161.216124586447,32358.4,27393.6
348.083511279615,452.82346244032,32379.2,27397.6
769.184060145146,993.22963309966,32352.8,27394.4
1436.49236717901,1839.5200938679,32344,27396.8
2379.25540564836,3016.66818053841,32347.2,27391.2
3604.71661212941,4514.86564896424,32341.6,27396
5099.52788271252,6291.96349855593,32323.2,27389.6
6832.59377024122,8279.46717976186,32305.6,27383.2
8759.17734658868,10390.6972041934,32298.4,27376
10825.7821147231,12529.8328044841,32295.2,27392.8
12975.0296040018,14600.6821574167,32274.4,27389.6
15149.9984456762,16514.3188095116,32273.6,27390.4
17297.7640021113,18195.0833447236,32276.8,27385.6
19371.9411071045,19584.637805211,32288,27406.4
21334.0863106716,20643.9889526735,32268.8,27386.4
23154.0491196407,21353.8250690547,32251.2,27384.8
24809.6746505269,21713.6693069161,32248,27393.6
26286.3266647231,21740.0896362714,32271.2,27399.2
27576.4603442903,21464.0177236467,32246.4,27390.4
28679.2432243564,20927.337001927,32267.2,27388
29600.1618386729,20179.0803805396,32307.2,27377.6
30350.5313538172,19271.6883838466,32320.8,27372
30946.797925184,18257.8095447716,32308.8,27378.4
31409.5642686543,17187.8538121688,32350.4,27369.6
31762.3499918707,16107.9619827417,32353.6,27360
32030.1435541388,15057.9300253764,32356.8,27368.8
32237.842650084,14069.1963201904,32364.8,27386.4
32408.7580093805,13163.5353682455,32355.2,27400
32563.3978640273,12352.9057156712,32372,27406.4
32718.651980306,11640.2019950727,32321.6,27438.4
32887.3561315786,11020.3493646665,32235.2,27451.2
33078.1100118051,10481.6754816262,32196.8,27422.4
33294.8382153897,10007.9853495597,32171.2,27393.6
33535.2272285903,9581.22793898464,32093.6,27388.8
33787.980968736,9183.80041356844,32140,27355.2
34030.5918870217,8799.89056319163,32217.6,27326.4
34229.9594219155,8416.23942941109,32240,27336
34346.6522791723,8022.71453219744,32276,27350.4
34341.3605206034,7612.57880092079,32303.2,27334.4
34181.0678208618,7182.46228386191,32276,27337.6
33843.1256434391,6732.22616693733,32273.6,27364.8
33316.803215329,6264.63501432582,32328,27360
32602.9145210679,5784.75438449973,32375.2,27360
31712.3905743592,5299.42059782804,32396.8,27376.8
30664.4403495913,4817.28595322287,32447.2,27383.2
29484.5856209317,4349.47572204975,32439.2,27372.8
28202.5779324621,3910.00020717336,32358.4,27383.2
26850.1476772636,3514.68494423028,32244,27408.8
25458.7645891181,3178.4243994909,32236.8,27406.4
24057.9901571712,2912.01089692869,32302.4,27381.6
22675.0753345827,2720.16807905436,32324,27312.8
21335.8042593137,2602.07144110925,32327.2,27238.4
20065.6763792465,2554.7003812622,32582.4,27157.6
18890.1378911499,2577.69116176976,32864.8,27199.2
17833.0116044208,2677.30103502269,32819.2,27041.6
16913.5430435869,2867.71972300152,32840.8,26926.4
